Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction
Senior Associate,Mumbai Vikroli,,Operations Department,3 May 2018,2.0,3.0,2.0,1.0,4.0,3.0,1.0
Associate Consultant,Bangalore,,Software Development Department,1 May 2018,2.0,2.0,3.0,1.0,3.0,1.0,1.0
Associate Technical Consultant,Noida,,,2 Apr 2018,3.0,3.0,2.0,3.0,3.0,4.0,3.0
Manager,Pune,Full Time,,6 Mar 2018,3.0,3.0,1.0,2.0,4.0,4.0,2.0
Technical Lead,Bengaluru/Bangalore,Full Time,Technology / IT Department,5 Apr 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0
Associate Consultant,,Full Time,,5 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Associate,Bangalore,Full Time,HR Operations Department,7 Mar 2019,3.0,2.0,2.0,2.0,3.0,4.0,3.0
Senior Customer Service Representative,Bangalore,,Accounting & Taxation Department,3 Aug 2018,3.0,2.0,2.0,2.0,3.0,4.0,3.0
Senior Software Engineer,Bangalore,,Software Development Department,9 Jul 2018,5.0,2.0,3.0,2.0,2.0,3.0,2.0
Marketing Manager,Mumbai,,Marketing Department,0 May 2018,3.0,5.0,5.0,3.0,5.0,5.0,5.0
Consultant,Kolkata,,Software Development Department,2 Dec 2018,4.0,5.0,3.0,3.0,2.0,2.0,3.0
Senior Software Engineer,Mumbai,,Software Development Department,7 Nov 2019,4.0,4.0,3.0,3.0,4.0,3.0,3.0
Manager,Mumbai,,,6 Mar 2019,1.0,4.0,3.0,4.0,4.0,4.0,3.0
,,,,,,2.0,2.0,2.0,2.0,2.0,2.0
Sap Basis Consultant,,,,2 Feb 2019,3.0,2.0,3.0,2.0,3.0,3.0,2.0
Associate Consultant,Hyderabad,,Quality Assurance and Testing Department,6 Sep 2018,4.0,3.0,3.0,3.0,3.0,4.0,2.0
Senior Marketing Consultant,Hyderabad,,Marketing Department,3 Sep 2018,5.0,5.0,5.0,4.0,5.0,5.0,4.0
Consultant,Pune,,Software Development Department,8 Sep 2018,3.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Navi Mumbai,,Software Development Department,4 Dec 2019,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Senior Software Engineer,Atlanta,,Software Development Department,5 Aug 2019,4.0,5.0,5.0,4.0,5.0,5.0,5.0
Software Engineering Associate Consultant,Mumbai,,Software Development Department,5 May 2019,2.0,3.0,5.0,3.0,3.0,4.0,5.0
Associate Consultant,Pune,,,4 Feb 2019,1.0,3.0,1.0,3.0,2.0,2.0,1.0
Associate Consultant,Talwade,,Software Development Department,0 Dec 2018,5.0,3.0,3.0,1.0,3.0,3.0,2.0
Consultant,Bengaluru,,Software Development Department,7 Dec 2018,1.0,3.0,3.0,1.0,3.0,3.0,2.0
,,,,,,5.0,5.0,4.0,5.0,5.0,4.0
,,,,,,1.0,2.0,1.0,1.0,1.0,2.0
Major Incident Manager,Mumbai,Full Time,Hardware Department,0 Oct 2018,4.0,5.0,3.0,4.0,4.0,5.0,3.0
Senior Analyst,Hyderabad,Full Time,SCM & Logistics Department,6 Aug 2018,4.0,3.0,4.0,2.0,4.0,3.0,3.0
Senior Software Engineer,Pune,Full Time,IT Network Department,2 Aug 2018,4.0,4.0,5.0,5.0,4.0,3.0,4.0
Associate Consultant,Bangalore,Full Time,,2 Aug 2018,1.0,1.0,1.0,4.0,4.0,1.0,1.0
Associate Consultant,Hyderabad,,,0 Jul 2018,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Associate Consultant,Bangalore,,Software Development Department,7 Jul 2018,1.0,4.0,4.0,4.0,4.0,4.0,4.0
Process Associate 2,Noida,,Voice / Blended Department,1 May 2018,5.0,1.0,2.0,1.0,1.0,2.0,1.0
Sap Consultant,,,Software Development Department,1 Jul 2019,2.0,4.0,4.0,2.0,5.0,4.0,3.0
Software Engineer,Bengaluru,,Software Development Department,5 Oct 2018,3.0,2.0,1.0,3.0,2.0,2.0,2.0
Senior Analyst,Bangalore,,Quality Assurance and Testing Department,7 Oct 2018,4.0,2.0,1.0,3.0,2.0,2.0,2.0
,,,,,,4.0,3.0,2.0,4.0,4.0,4.0
,,,,,,4.0,4.0,4.0,4.0,4.0,4.0
Senior Consultant,Airoli,Full Time,Projects Department,4 Sep 2018,3.0,4.0,3.0,1.0,3.0,3.0,3.0
Associate Consultant,Bangalore,,Software Development Department,0 Jun 2021,1.0,2.0,4.0,1.0,3.0,2.0,3.0
Associate Consultant,Hyderabad,,,4 Apr 2018,4.0,5.0,3.0,4.0,3.0,4.0,3.0
Associate Consultant,Mumbai,,Quality Assurance and Testing Department,1 Apr 2021,4.0,4.0,5.0,4.0,5.0,4.0,5.0
Team Lead,Noida,,Operations Department,1 Aug 2019,1.0,1.0,1.0,5.0,5.0,2.0,1.0
Associate Consultant,Pune,,Software Development Department,8 Feb 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Consultant,Bangalore,,,4 Oct 2018,3.0,3.0,3.0,1.0,2.0,2.0,3.0
Technical Author,Bangalore,,Engineering & Manufacturing Department,3 Aug 2018,3.0,2.0,2.0,1.0,3.0,2.0,1.0
Analyst,,,,0 Jul 2019,4.0,3.0,3.0,1.0,4.0,3.0,2.0
Consultant,,,Software Development Department,0 Feb 2019,4.0,3.0,3.0,1.0,4.0,3.0,2.0
,,,,,,4.0,4.0,4.0,4.0,4.0,4.0
Consultant,Navi Mumbai,Full Time,Software Development Department,6 Dec 2018,3.0,4.0,3.0,2.0,4.0,3.0,3.0
Test Manager,Bangalore,,Quality Assurance and Testing Department,2 Oct 2018,1.0,1.0,1.0,1.0,3.0,1.0,1.0
Associate Consultant,Bangalore,,Software Development Department,7 Sep 2018,3.0,4.0,3.0,3.0,4.0,3.0,3.0
Lead Wfm,Noida,,,7 Aug 2018,2.0,2.0,3.0,2.0,4.0,2.0,2.0
Automation Engineer,Bangalore,,Quality Assurance and Testing Department,4 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Manager - Infra,Chennai,,Software Development Department,4 Aug 2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0
Technical Author,Bangalore,,,3 Sep 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Associate Consultant,Bengaluru,,,0 Apr 2018,3.0,3.0,3.0,2.0,2.0,3.0,3.0
Senior Process Associate,Bangalore,,,7 Jan 2020,5.0,5.0,5.0,4.0,4.0,4.0,4.0
Sap Abap Development Consultant,Hyderabad,,Software Development Department,7 Nov 2018,1.0,5.0,5.0,4.0,4.0,4.0,4.0
,,,,,,1.0,1.0,1.0,3.0,1.0,1.0
Process Lead,Bangalore,,Accounting & Taxation Department,0 Aug 2018,4.0,4.0,5.0,1.0,4.0,4.0,4.0
Consultant,Bangalore,,Software Development Department,6 Aug 2018,3.0,3.0,3.0,2.0,3.0,5.0,2.0
Senior Software Engineer,Navi Mumbai,,Software Development Department,1 Sep 2018,4.0,2.0,4.0,2.0,4.0,3.0,2.0
Qa Analyst,Bangalore,,Quality Assurance and Testing Department,7 Jul 2018,3.0,3.0,5.0,3.0,4.0,4.0,4.0
Oracle Scm Functional Consultant,Bangalore,,IT Consulting Department,1 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,Pune,,Software Development Department,3 May 2018,1.0,1.0,3.0,1.0,2.0,1.0,1.0
Senior Process Associate,Bangalore,,Accounting & Taxation Department,6 Aug 2019,5.0,4.0,4.0,3.0,5.0,5.0,5.0
Compliance Officer -Information Security,,,Software Development Department,5 Jun 2019,4.0,4.0,4.0,2.0,4.0,4.0,3.0
Associate Consultant,Hyderabad,,Software Development Department,5 Apr 2019,4.0,3.0,4.0,4.0,4.0,4.0,3.0
Consultant,Bangalore,,IT Network Department,5 Feb 2019,3.0,3.0,3.0,2.0,2.0,2.0,3.0
,,,,,,3.0,3.0,2.0,2.0,2.0,3.0
Senior Software Engineer,Navi Mumbai,Full Time,Software Development Department,7 Dec 2018,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Hyderabad,,Software Development Department,1 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Consultant,Bangalore,,IT Support Department,8 May 2018,2.0,2.0,2.0,2.0,1.0,2.0,3.0
System Engineer,Noida,,,1 Feb 2020,1.0,2.0,1.0,1.0,3.0,1.0,2.0
Operation Delivery Manager (Senior Consultant),Vikhroli,,Operations Department,9 May 2019,3.0,4.0,1.0,2.0,1.0,4.0,1.0
Consultant,Chennai,,Software Development Department,0 Mar 2019,2.0,2.0,2.0,1.0,2.0,2.0,2.0
Process Lead,Chennai,,,1 Oct 2018,3.0,2.0,2.0,1.0,2.0,2.0,2.0
QA Automation Engineer HP QTP  UFT,Gandhinagar,,Software Development Department,7 Oct 2018,4.0,3.0,5.0,3.0,4.0,3.0,3.0
Senior Analyst,Bangalore,,Procurement & Purchase Department,1 Nov 2018,5.0,4.0,3.0,3.0,4.0,4.0,3.0
Associate Consultant,Hyderabad,,,5 Sep 2018,4.0,5.0,5.0,4.0,4.0,4.0,5.0
,,,,,,4.0,4.0,3.0,5.0,5.0,3.0
Senior Consultant,Kolkata,Full Time,Software Development Department,0 Jun 2018,4.0,5.0,4.0,3.0,4.0,4.0,3.0
Associate Technical Consultant,Mumbai,,,1 May 2018,3.0,4.0,4.0,2.0,4.0,3.0,3.0
Associate Consultant,Pune,,Quality Assurance and Testing Department,0 May 2018,2.0,3.0,2.0,1.0,1.0,2.0,1.0
Software Analyst,Mumbai,,,4 Feb 2018,4.0,4.0,4.0,3.0,5.0,5.0,4.0
BPO Non Voice Accounts Payable Analyst,Chenani,,Software Development Department,1 Oct 2019,5.0,5.0,5.0,3.0,5.0,5.0,5.0
Lead Consultant,Bangalore,,Software Development Department,6 Dec 2018,4.0,4.0,4.0,1.0,4.0,3.0,3.0
Associate Consultant,Bangalore,,Business Intelligence & Analytics Department,2 Nov 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Software Engineering Senior Analyst,Pune,,Software Development Department,9 Oct 2018,3.0,3.0,3.0,2.0,4.0,4.0,3.0
Consultant,Mumbai,,Software Development Department,3 Aug 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lead,Mumbai,,DBA / Data warehousing Department,1 Jul 2018,2.0,1.0,2.0,1.0,1.0,1.0,2.0
Peoplesoft Consultant,Airoli Mindspace,Full Time,Business Intelligence & Analytics Department,3 Jun 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Software Associate,Mumbai,,,7 May 2018,2.0,3.0,4.0,2.0,3.0,3.0,3.0
Process Associate,Bangalore,,Accounting & Taxation Department,1 Apr 2018,4.0,3.0,4.0,3.0,4.0,3.0,3.0
Senior Process Associate,Bangalore,,Finance Department,2 Feb 2019,3.0,2.0,4.0,2.0,2.0,2.0,2.0
Process Lead,Bangalore,,Accounting & Taxation Department,5 Nov 2018,4.0,2.0,4.0,2.0,2.0,2.0,2.0
Senior Analyst,Bangalore,,,5 Jul 2018,3.0,4.0,5.0,3.0,4.0,4.0,4.0
Associate Consultant,Bangalore,,,2 Sep 2018,3.0,3.0,2.0,2.0,3.0,2.0,2.0
Senior Consultant(Team Manager)-IT Software,Airoli,,Life Insurance Department,7 Aug 2018,2.0,5.0,3.0,1.0,4.0,3.0,3.0
Associate Consultant,Pune,,Software Development Department,1 Jun 2018,4.0,3.0,1.0,1.0,2.0,1.0,2.0
Team Lead,Navi Mumbai,,,6 May 2018,1.0,4.0,3.0,2.0,4.0,4.0,3.0
,,,,,,5.0,1.0,1.0,1.0,1.0,1.0
Senior Software Engineer,Pune,,Software Development Department,9 Mar 2018,4.0,3.0,3.0,2.0,4.0,4.0,2.0
Graduate Trainee,Chennai,,,0 Mar 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Automotive Engineer,Bangaluru,,Software Development Department,6 Dec 2018,4.0,3.0,4.0,3.0,4.0,3.0,4.0
Associate Consultant,Hyderabad,,Software Development Department,0 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,Bangalore,,Accounting & Taxation Department,2 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Technical Consultant,Navi Mumbai,,,4 Aug 2018,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Consultant,Bengalore,,Software Development Department,3 Aug 2018,1.0,1.0,2.0,1.0,2.0,2.0,2.0
Process Associate,Bangalore,,Voice / Blended Department,7 Jul 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Software Engineer,Navi Mumbai,,Software Development Department,3 May 2018,4.0,5.0,4.0,4.0,4.0,5.0,3.0
Software Test Engineer,Mumbai,,Quality Assurance and Testing Department,9 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Analyst,,Intern,Software Development Department,6 Apr 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Service Now Developer,Mumbai,Full Time,Software Development Department,6 Oct 2018,5.0,1.0,1.0,1.0,1.0,1.0,1.0
Intern,Hyderabad,,,0 Oct 2018,4.0,5.0,5.0,2.0,5.0,4.0,5.0
Senior Analyst,,,,4 Sep 2018,2.0,4.0,4.0,4.0,5.0,4.0,4.0
Senior Software Engineer,,,Software Development Department,3 Sep 2018,3.0,1.0,1.0,1.0,3.0,1.0,1.0
Senior Consultant,Hyderabad,,Business Intelligence & Analytics Department,1 Aug 2018,2.0,1.0,1.0,1.0,3.0,1.0,1.0
Senior Consultant,Navi Mumbai,,Software Development Department,2 May 2018,2.0,4.0,4.0,4.0,3.0,4.0,3.0
Consultant,Chennai,,Software Development Department,0 Apr 2018,4.0,4.0,4.0,4.0,3.0,4.0,3.0
Technical Leader,,,Software Development Department,1 Apr 2018,5.0,3.0,3.0,2.0,1.0,2.0,1.0
Information Security Analyst Or SOC Analyst,Bangalore,,Software Development Department,2 Aug 2018,5.0,4.0,1.0,1.0,1.0,3.0,1.0
,,,,,,4.0,4.0,5.0,4.0,5.0,4.0
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
,,,,,,5.0,5.0,3.0,4.0,3.0,4.0
Senior Consultant,Pune Kalyaninagar,Full Time,,1 May 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Analyst,Navi Mumbai,,Software Development Department,5 Mar 2018,4.0,3.0,4.0,3.0,4.0,4.0,4.0
Process Associate,TRICHY,,Accounting & Taxation Department,4 Sep 2017,5.0,5.0,4.0,2.0,4.0,3.0,3.0
Bpo Associate,Bangalore,,,4 Mar 2021,4.0,5.0,5.0,4.0,5.0,5.0,5.0
Software Associate,Navi Mumbai,,,3 Apr 2019,5.0,3.0,5.0,2.0,5.0,5.0,4.0
Associate Technical Consultant,Hyderabad,,Software Development Department,1 Apr 2019,4.0,3.0,5.0,2.0,5.0,5.0,4.0
Consultant,Airoli,,Software Development Department,9 Feb 2019,3.0,4.0,4.0,4.0,4.0,4.0,4.0
Process Associate,Kolkata,,Accounting & Taxation Department,9 Feb 2019,5.0,4.0,4.0,4.0,4.0,4.0,4.0
Associate Consultant,Noida Nsez,,,0 Dec 2018,1.0,4.0,3.0,1.0,4.0,3.0,1.0
Software Engineering Analyst,Mumbai,,,9 Nov 2018,3.0,4.0,3.0,1.0,4.0,3.0,1.0
,,,,,,5.0,5.0,4.0,5.0,5.0,5.0
,,,,,,5.0,5.0,4.0,5.0,5.0,5.0
,,,,,,3.0,3.0,1.0,5.0,1.0,1.0
,,,,,,4.0,3.0,2.0,3.0,4.0,2.0
Salesforce Consultant,PUNE,Full Time,Software Development Department,3 Oct 2018,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Software Analyst,Navi Mumbai,,,0 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Technical Writer,Bangalore,,,2 Oct 2018,1.0,1.0,1.0,3.0,1.0,2.0,1.0
Associate Consultant,Bangalore,,Software Development Department,3 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Mumbai,,Software Development Department,8 Apr 2021,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Senior Process Associate,Bangalore,,Finance Department,7 Feb 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Consultant,,,Software Development Department,8 Sep 2018,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Senior Software Engineer,Pune,,Data Science & Machine Learning Department,5 Jul 2018,3.0,4.0,1.0,1.0,3.0,3.0,2.0
Senior Software Engineer,Mumbai,,IT Infrastructure Services Department,2 Sep 2018,3.0,2.0,2.0,1.0,4.0,3.0,2.0
Sap Sd Consultant,Mumbai,,IT Consulting Department,4 Aug 2018,4.0,2.0,4.0,2.0,3.0,3.0,4.0
,,,,,,4.0,3.0,3.0,4.0,3.0,3.0
Senior Software Engineer,Mumbai,Full Time,Software Development Department,3 Jul 2018,4.0,3.0,4.0,3.0,3.0,4.0,3.0
Process Associate,Bangalore,Full Time,"Trading, Asset & Wealth Management Department",6 May 2018,3.0,4.0,4.0,3.0,4.0,3.0,4.0
Security Analyst,Banglore,,IT Security Department,4 May 2018,3.0,3.0,3.0,1.0,2.0,2.0,2.0
Accounts Payable Associate,Trichy,,Accounting & Taxation Department,9 Dec 2022,4.0,5.0,4.0,3.0,4.0,5.0,2.0
Etl Developer,Hyderabad/Secunderabad,,Software Development Department,3 Mar 2021,1.0,1.0,1.0,1.0,3.0,1.0,1.0
Associate Consultant,Banglore,,,8 Jan 2019,2.0,3.0,3.0,2.0,2.0,1.0,1.0
Hybris Developer,Bangalore,,Software Development Department,7 Nov 2018,5.0,5.0,4.0,5.0,5.0,4.0,4.0
Senior Consultant,Navi Mumbai,,,5 Sep 2018,3.0,2.0,2.0,1.0,3.0,5.0,2.0
Senior Consultant,Airoli,,Quality Assurance and Testing Department,6 May 2018,1.0,2.0,2.0,1.0,1.0,1.0,1.0
Senior Software Engineer,Bangalore,,Software Development Department,7 Mar 2019,4.0,4.0,4.0,4.0,4.0,5.0,4.0
,,,,,,4.0,4.0,4.0,4.0,5.0,4.0
Senior Process Associate,Chennai,,Non Voice Department,8 Mar 2019,4.0,5.0,4.0,4.0,5.0,4.0,3.0
Oracle HCM Techno-Functional Consultant,Airoli,,IT Consulting Department,4 Oct 2018,3.0,5.0,4.0,4.0,5.0,4.0,3.0
Senior Consultant,Chennai,,Business Intelligence & Analytics Department,2 Sep 2018,4.0,4.0,4.0,1.0,2.0,1.0,1.0
Lead Consultant Testing,Bangalore,,Technology / IT Department,4 Aug 2018,2.0,5.0,4.0,4.0,3.0,4.0,3.0
Senior Consultant,Navi Mumbai,,Quality Assurance and Testing Department,9 May 2018,1.0,2.0,3.0,1.0,2.0,1.0,3.0
Consultant,Chennai,,Software Development Department,4 Apr 2018,1.0,1.0,3.0,1.0,1.0,1.0,1.0
"Process Manager, ITIL",Mumbai,,Software Development Department,4 Mar 2018,4.0,3.0,1.0,1.0,3.0,2.0,1.0
Associate Consultant,,,Quality Assurance and Testing Department,5 May 2019,5.0,3.0,3.0,2.0,3.0,3.0,3.0
Associate Consultant,Mumbau,,,7 Mar 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0
Analyst,Bangalore,,Business Intelligence & Analytics Department,0 Oct 2018,5.0,5.0,4.0,5.0,5.0,5.0,5.0
,,,,,,4.0,4.0,3.0,5.0,5.0,4.0
,,,,,,4.0,4.0,3.0,5.0,5.0,4.0
,,,,,,5.0,5.0,2.0,5.0,5.0,3.0
Sap Mm Wm Consultant,Bangalore,Full Time,IT Consulting Department,9 Nov 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Consultant,Hyderabad,Full Time,Software Development Department,9 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Process Associate,Delhi NCR,Full Time,Accounting & Taxation Department,0 Sep 2018,4.0,4.0,3.0,2.0,4.0,4.0,2.0
Director,Hyderabad,,Technology / IT Department,3 Aug 2018,3.0,4.0,3.0,3.0,3.0,3.0,3.0
Sr. Associate,Noida,,Non Voice Department,5 Jul 2018,4.0,3.0,4.0,4.0,3.0,4.0,4.0
Software Engineering Senior Analyst,Bangalore,,Software Development Department,6 Apr 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Software Engineer,Hyderabad,,Voice / Blended Department,2 Mar 2018,4.0,4.0,4.0,3.0,4.0,4.0,4.0
Sap Fico Consultant,Mumbai,,Software Development Department,8 Mar 2019,5.0,5.0,4.0,3.0,4.0,5.0,3.0
Senior Process Associate,Bengaluru,,Finance Department,3 Feb 2019,5.0,4.0,4.0,4.0,5.0,5.0,4.0
Regional Head Mumbai - Security Operations,Mumbai,,Software Development Department,8 Dec 2018,5.0,4.0,4.0,4.0,5.0,5.0,4.0
,,,,,,5.0,5.0,2.0,5.0,4.0,3.0
Consultant,Noida,Full Time,Software Development Department,3 Oct 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Technology Consultant,Navi Mumbai,,IT Consulting Department,1 Oct 2018,3.0,3.0,3.0,4.0,4.0,2.0,4.0
Sap Bo Consultant,Navi Mumbai,,Business Intelligence & Analytics Department,0 Sep 2018,4.0,4.0,4.0,3.0,5.0,5.0,3.0
Head Business Operations (Digital Business Unit & COE),Mumbai,,Operations Department,7 Aug 2018,4.0,3.0,4.0,1.0,1.0,1.0,4.0
Senior Consultant,Mumbai,,,4 Aug 2018,2.0,5.0,1.0,3.0,2.0,3.0,2.0
Associate Technical Consultant,Bangalore,,IT Consulting Department,8 Aug 2018,3.0,2.0,3.0,2.0,4.0,3.0,4.0
Senior Process Associate,Chennai,,Voice / Blended Department,1 Jul 2018,3.0,3.0,3.0,2.0,5.0,4.0,2.0
Associate Consultant,Bangalore,,Quality Assurance and Testing Department,4 May 2018,2.0,2.0,1.0,1.0,4.0,3.0,1.0
Software Analyst,Bangalore,,Software Development Department,5 Mar 2019,4.0,3.0,3.0,2.0,4.0,4.0,3.0
Senior Software Engineer,,,Quality Assurance and Testing Department,6 Nov 2018,3.0,3.0,3.0,2.0,4.0,4.0,3.0
,,,,,,4.0,4.0,2.0,4.0,3.0,2.0
Manager Automotive Domain,Navi Mumbai,,Business Intelligence & Analytics Department,1 Aug 2018,5.0,5.0,3.0,3.0,5.0,4.0,5.0
Lead Pmo,Kolkata,,Service Delivery Department,7 Aug 2018,4.0,5.0,5.0,3.0,4.0,4.0,5.0
Process Associate,Noida,,Non Voice Department,3 Oct 2018,4.0,4.0,4.0,4.0,4.0,5.0,4.0
Senior Consultant,Pune,,IT Consulting Department,9 Jun 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SAP MM/EDI/SRM Consultant,Airoli,,Technology / IT Department,6 Mar 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Manager,Gurgaon,,Software Development Department,1 Mar 2018,2.0,3.0,2.0,2.0,2.0,3.0,2.0
Senior Delivery Manager,Bengaluru,,Technology / IT Department,6 Mar 2018,4.0,3.0,5.0,3.0,3.0,4.0,4.0
Team Leader,Pune,,Technology / IT Department,3 Nov 2017,1.0,2.0,4.0,1.0,3.0,1.0,2.0
Senior Analyst,Pune,,IT Infrastructure Services Department,2 Mar 2019,1.0,1.0,1.0,1.0,3.0,1.0,1.0
Associate Consultant,Pune,,Software Development Department,1 Nov 2018,4.0,1.0,1.0,1.0,3.0,1.0,1.0
,,,,,,4.0,3.0,1.0,4.0,3.0,4.0
Senior Software Engineer,Bangalore,,Software Development Department,1 Jul 2018,3.0,2.0,3.0,1.0,4.0,4.0,3.0
Associate Consultant,Mumbai,,Quality Assurance and Testing Department,1 Jul 2018,2.0,4.0,1.0,2.0,4.0,3.0,3.0
Certified FICO Consultant,,,Software Development Department,0 Aug 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
M.com,Trichy,,Accounts  Department,5 Apr 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Process Associate,White Filed,,,4 Nov 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Consultant,Mumbai,,Software Development Department,1 Oct 2018,3.0,5.0,5.0,5.0,5.0,5.0,5.0
Test Manager,BANGALORE,,Quality Assurance and Testing Department,2 Oct 2018,3.0,5.0,5.0,5.0,5.0,5.0,5.0
Senior Consultant,Dtp,,Quality Assurance and Testing Department,2 Aug 2018,2.0,4.0,3.0,2.0,3.0,3.0,2.0
Senior Software Engineer,Bangalore,,Software Development Department,2 Jun 2018,3.0,2.0,4.0,3.0,2.0,2.0,1.0
Associate Consultant,Pune,,Software Development Department,7 Apr 2022,3.0,3.0,2.0,2.0,1.0,2.0,2.0
,,,,,,3.0,3.0,1.0,3.0,2.0,3.0
,,,,,,2.0,2.0,1.0,4.0,2.0,2.0
Program Manager,Mumbai,Full Time,Technology / IT Department,3 Dec 2021,1.0,2.0,1.0,1.0,1.0,3.0,1.0
Senior Process Associate,Trichy,Full Time,Voice / Blended Department,1 Dec 2018,4.0,4.0,5.0,5.0,4.0,5.0,3.0
Associate Consultant,Epip Zone,,,4 Sep 2018,4.0,3.0,4.0,1.0,3.0,3.0,3.0
Senior Consultant,Pune,,,3 Apr 2020,3.0,4.0,4.0,1.0,3.0,4.0,3.0
Consultant,Navi Mumbai,,Finance Department,0 Aug 2018,1.0,1.0,1.0,1.0,2.0,3.0,2.0
Senior Analyst,NEW DELHI,,,7 Aug 2018,3.0,3.0,2.0,1.0,3.0,1.0,1.0
Project Leader,Navi Mumbai,,Software Development Department,3 Sep 2018,2.0,1.0,1.0,1.0,4.0,3.0,1.0
Associate Consultant,Mumbai,,Management Consulting Department,6 May 2018,5.0,5.0,5.0,2.0,5.0,4.0,2.0
Senior Consultant,Mumbai,,,8 Sep 2021,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Analyst,Bangalore,,Business Intelligence & Analytics Department,4 Mar 2019,4.0,3.0,4.0,2.0,4.0,3.0,3.0
,,,,,,3.0,4.0,2.0,4.0,3.0,3.0
Process Lead,Trichy,,,1 Dec 2018,2.0,1.0,3.0,1.0,3.0,1.0,2.0
Associate Consultant,Bangalore,,,6 Oct 2018,3.0,3.0,5.0,1.0,4.0,2.0,4.0
Software Engineer,Bangalore,,Software Development Department,9 May 2018,5.0,4.0,5.0,3.0,5.0,4.0,4.0
Temenos Edgeconnect Consultant,Pune,,Software Development Department,8 Oct 2019,2.0,2.0,2.0,3.0,2.0,3.0,2.0
Process Lead,Bangalore,,,1 Oct 2019,3.0,3.0,3.0,2.0,3.0,3.0,2.0
Consultant,Bangalore,,Software Development Department,1 Oct 2018,2.0,3.0,3.0,2.0,3.0,3.0,2.0
Analyst,Bengalore,,DBA / Data warehousing Department,4 Mar 2018,4.0,5.0,4.0,3.0,5.0,4.0,3.0
Process Associate,Bangalore,,Accounting & Taxation Department,7 May 2022,4.0,4.0,3.0,4.0,3.0,4.0,3.0
Financial Controller Manager,,,Software Development Department,2 Apr 2019,2.0,1.0,1.0,3.0,4.0,1.0,1.0
Project Lead,Navi Mumbai,,,2 Dec 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Process Lead,Bengaluru,,,8 Nov 2018,2.0,1.0,1.0,2.0,1.0,1.0,2.0
Operations Manager,Kolkata,,,1 Sep 2018,5.0,4.0,4.0,3.0,4.0,4.0,4.0
Software Engineer,Bangalore,,Quality Assurance and Testing Department,8 Aug 2018,3.0,3.0,2.0,2.0,2.0,2.0,2.0
Associate Consultant,Chennai,,Software Development Department,7 May 2018,3.0,2.0,4.0,1.0,2.0,3.0,2.0
Software Engineer,Hyderabad,,Software Development Department,5 Dec 2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Manager / Sr Manager - Administration,Pune,,,1 Jun 2021,4.0,3.0,2.0,2.0,2.0,3.0,1.0
